_id,metric_name,report_group,calendar_year,kpi_count,geo_area_name,population_name,acs_5_yr_est,kpi_population
565830,Homicides,Community Trends,2019,,Shaler,Total Population,,29333
565831,Homicides,Community Trends,2020,,Shaler,Total Population,,29333
565832,Homicides,Community Trends,2021,,Shaler,Total Population,,29333
565833,Homicides,Community Trends,2022,,Shaler,Total Population,,29333
565834,Homicides,Community Trends,2017,,Sharpsburg,Total Population,,3496
565835,Homicides,Community Trends,2018,,Sharpsburg,Total Population,,3496
565836,Homicides,Community Trends,2019,,Sharpsburg,Total Population,,3496
565837,Homicides,Community Trends,2020,,Sharpsburg,Total Population,,3496
565838,Homicides,Community Trends,2021,,Sharpsburg,Total Population,,3496
565839,Homicides,Community Trends,2022,,Sharpsburg,Total Population,,3496
565840,Homicides,Community Trends,2017,,South Fayette,Total Population,,16019
565841,Homicides,Community Trends,2018,,South Fayette,Total Population,,16019
565842,Homicides,Community Trends,2019,,South Fayette,Total Population,,16019
565843,Homicides,Community Trends,2020,,South Fayette,Total Population,,16019
565844,Homicides,Community Trends,2021,,South Fayette,Total Population,,16019
565845,Homicides,Community Trends,2022,,South Fayette,Total Population,,16019
565846,Homicides,Community Trends,2017,,South Park,Total Population,,13685
565847,Homicides,Community Trends,2018,,South Park,Total Population,,13685
565848,Homicides,Community Trends,2019,,South Park,Total Population,,13685
565849,Homicides,Community Trends,2020,,South Park,Total Population,,13685
565850,Homicides,Community Trends,2021,,South Park,Total Population,,13685
565851,Homicides,Community Trends,2022,,South Park,Total Population,,13685
565852,Homicides,Community Trends,2017,,South Versailles,Total Population,,429
565853,Homicides,Community Trends,2018,,South Versailles,Total Population,,429
565854,Homicides,Community Trends,2019,,South Versailles,Total Population,,429
565855,Homicides,Community Trends,2020,,South Versailles,Total Population,,429
565856,Homicides,Community Trends,2021,,South Versailles,Total Population,,429
565857,Homicides,Community Trends,2022,,South Versailles,Total Population,,429
565858,Homicides,Community Trends,2017,,Springdale Borough,Total Population,,3488
565859,Homicides,Community Trends,2018,,Springdale Borough,Total Population,,3488
565860,Homicides,Community Trends,2019,,Springdale Borough,Total Population,,3488
565861,Homicides,Community Trends,2020,,Springdale Borough,Total Population,,3488
565862,Homicides,Community Trends,2021,,Springdale Borough,Total Population,,3488
565863,Homicides,Community Trends,2022,,Springdale Borough,Total Population,,3488
565864,Homicides,Community Trends,2017,,Springdale Township,Total Population,,1581
565865,Homicides,Community Trends,2018,,Springdale Township,Total Population,,1581
565866,Homicides,Community Trends,2019,,Springdale Township,Total Population,,1581
565867,Homicides,Community Trends,2020,,Springdale Township,Total Population,,1581
565868,Homicides,Community Trends,2021,,Springdale Township,Total Population,,1581
565869,Homicides,Community Trends,2022,,Springdale Township,Total Population,,1581
565870,Homicides,Community Trends,2017,,Stowe,Total Population,,6446
565871,Homicides,Community Trends,2018,,Stowe,Total Population,,6446
565872,Homicides,Community Trends,2019,,Stowe,Total Population,,6446
565873,Homicides,Community Trends,2020,,Stowe,Total Population,,6446
565874,Homicides,Community Trends,2021,,Stowe,Total Population,,6446
565875,Homicides,Community Trends,2022,,Stowe,Total Population,,6446
565876,Homicides,Community Trends,2017,,Swissvale,Total Population,,9232
565877,Homicides,Community Trends,2018,,Swissvale,Total Population,,9232
565878,Homicides,Community Trends,2019,,Swissvale,Total Population,,9232
565879,Homicides,Community Trends,2020,,Swissvale,Total Population,,9232
565880,Homicides,Community Trends,2021,,Swissvale,Total Population,,9232
565881,Homicides,Community Trends,2022,,Swissvale,Total Population,,9232
565882,Homicides,Community Trends,2017,,Tarentum,Total Population,,4652
565883,Homicides,Community Trends,2018,,Tarentum,Total Population,,4652
565884,Homicides,Community Trends,2019,,Tarentum,Total Population,,4652
565885,Homicides,Community Trends,2020,,Tarentum,Total Population,,4652
565886,Homicides,Community Trends,2021,,Tarentum,Total Population,,4652
565887,Homicides,Community Trends,2022,,Tarentum,Total Population,,4652
565888,Homicides,Community Trends,2017,,Thornburg,Total Population,,469
565889,Homicides,Community Trends,2018,,Thornburg,Total Population,,469
565890,Homicides,Community Trends,2019,,Thornburg,Total Population,,469
565891,Homicides,Community Trends,2020,,Thornburg,Total Population,,469
565892,Homicides,Community Trends,2021,,Thornburg,Total Population,,469
565893,Homicides,Community Trends,2022,,Thornburg,Total Population,,469
565894,Homicides,Community Trends,2017,,Trafford,Total Population,,48
565895,Homicides,Community Trends,2018,,Trafford,Total Population,,48
565896,Homicides,Community Trends,2019,,Trafford,Total Population,,48
565897,Homicides,Community Trends,2020,,Trafford,Total Population,,48
565898,Homicides,Community Trends,2021,,Trafford,Total Population,,48
565899,Homicides,Community Trends,2022,,Trafford,Total Population,,48
565900,Homicides,Community Trends,2017,,Turtle Creek,Total Population,,5452
565901,Homicides,Community Trends,2018,,Turtle Creek,Total Population,,5452
565902,Homicides,Community Trends,2019,,Turtle Creek,Total Population,,5452
565903,Homicides,Community Trends,2020,,Turtle Creek,Total Population,,5452
565904,Homicides,Community Trends,2021,,Turtle Creek,Total Population,,5452
565905,Homicides,Community Trends,2022,,Turtle Creek,Total Population,,5452
565906,Homicides,Community Trends,2017,,Upper Saint Clair,Total Population,,20233
565907,Homicides,Community Trends,2018,,Upper Saint Clair,Total Population,,20233
565908,Homicides,Community Trends,2019,,Upper Saint Clair,Total Population,,20233
565909,Homicides,Community Trends,2020,,Upper Saint Clair,Total Population,,20233
565910,Homicides,Community Trends,2021,,Upper Saint Clair,Total Population,,20233
565911,Homicides,Community Trends,2022,,Upper Saint Clair,Total Population,,20233
565912,Homicides,Community Trends,2017,,Verona,Total Population,,2801
565913,Homicides,Community Trends,2018,,Verona,Total Population,,2801
565914,Homicides,Community Trends,2019,,Verona,Total Population,,2801
565915,Homicides,Community Trends,2020,,Verona,Total Population,,2801
565916,Homicides,Community Trends,2021,,Verona,Total Population,,2801
565917,Homicides,Community Trends,2022,,Verona,Total Population,,2801
565918,Homicides,Community Trends,2017,,Versailles,Total Population,,1646
565919,Homicides,Community Trends,2018,,Versailles,Total Population,,1646
565920,Homicides,Community Trends,2019,,Versailles,Total Population,,1646
565921,Homicides,Community Trends,2020,,Versailles,Total Population,,1646
565922,Homicides,Community Trends,2021,,Versailles,Total Population,,1646
565923,Homicides,Community Trends,2022,,Versailles,Total Population,,1646
565924,Homicides,Community Trends,2017,,Wall,Total Population,,701
565925,Homicides,Community Trends,2018,,Wall,Total Population,,701
565926,Homicides,Community Trends,2019,,Wall,Total Population,,701
565927,Homicides,Community Trends,2020,,Wall,Total Population,,701
565928,Homicides,Community Trends,2021,,Wall,Total Population,,701
565929,Homicides,Community Trends,2022,,Wall,Total Population,,701
565930,Homicides,Community Trends,2017,,West Deer,Total Population,,12239
565931,Homicides,Community Trends,2018,,West Deer,Total Population,,12239
565932,Homicides,Community Trends,2019,,West Deer,Total Population,,12239
565933,Homicides,Community Trends,2020,,West Deer,Total Population,,12239
565934,Homicides,Community Trends,2021,,West Deer,Total Population,,12239
565935,Homicides,Community Trends,2022,,West Deer,Total Population,,12239
565936,Homicides,Community Trends,2017,,West Elizabeth,Total Population,,541
565937,Homicides,Community Trends,2018,,West Elizabeth,Total Population,,541
565938,Homicides,Community Trends,2019,,West Elizabeth,Total Population,,541
565939,Homicides,Community Trends,2020,,West Elizabeth,Total Population,,541
565940,Homicides,Community Trends,2021,,West Elizabeth,Total Population,,541
565941,Homicides,Community Trends,2022,,West Elizabeth,Total Population,,541
565942,Homicides,Community Trends,2017,,West Homestead,Total Population,,1840
565943,Homicides,Community Trends,2018,,West Homestead,Total Population,,1840
565944,Homicides,Community Trends,2019,,West Homestead,Total Population,,1840
565945,Homicides,Community Trends,2020,,West Homestead,Total Population,,1840
565946,Homicides,Community Trends,2021,,West Homestead,Total Population,,1840
565947,Homicides,Community Trends,2022,,West Homestead,Total Population,,1840
565948,Homicides,Community Trends,2017,,West Mifflin,Total Population,,20545
565949,Homicides,Community Trends,2018,,West Mifflin,Total Population,,20545
565950,Homicides,Community Trends,2019,,West Mifflin,Total Population,,20545
565951,Homicides,Community Trends,2020,,West Mifflin,Total Population,,20545
565952,Homicides,Community Trends,2021,,West Mifflin,Total Population,,20545
565953,Homicides,Community Trends,2022,,West Mifflin,Total Population,,20545
565954,Homicides,Community Trends,2017,,West View,Total Population,,6905
565955,Homicides,Community Trends,2018,,West View,Total Population,,6905
565956,Homicides,Community Trends,2019,,West View,Total Population,,6905
565957,Homicides,Community Trends,2020,,West View,Total Population,,6905
565958,Homicides,Community Trends,2021,,West View,Total Population,,6905
565959,Homicides,Community Trends,2022,,West View,Total Population,,6905
565960,Homicides,Community Trends,2017,,Whitaker,Total Population,,1168
565961,Homicides,Community Trends,2018,,Whitaker,Total Population,,1168
565962,Homicides,Community Trends,2019,,Whitaker,Total Population,,1168
565963,Homicides,Community Trends,2020,,Whitaker,Total Population,,1168
565964,Homicides,Community Trends,2021,,Whitaker,Total Population,,1168
565965,Homicides,Community Trends,2022,,Whitaker,Total Population,,1168
565966,Homicides,Community Trends,2017,,White Oak,Total Population,,7845
565967,Homicides,Community Trends,2018,,White Oak,Total Population,,7845
565968,Homicides,Community Trends,2019,,White Oak,Total Population,,7845
565969,Homicides,Community Trends,2020,,White Oak,Total Population,,7845
565970,Homicides,Community Trends,2021,,White Oak,Total Population,,7845
565971,Homicides,Community Trends,2022,,White Oak,Total Population,,7845
565972,Homicides,Community Trends,2017,,Whitehall,Total Population,,14396
565973,Homicides,Community Trends,2018,,Whitehall,Total Population,,14396
565974,Homicides,Community Trends,2019,,Whitehall,Total Population,,14396
565975,Homicides,Community Trends,2020,,Whitehall,Total Population,,14396
565976,Homicides,Community Trends,2021,,Whitehall,Total Population,,14396
565977,Homicides,Community Trends,2022,,Whitehall,Total Population,,14396
565978,Homicides,Community Trends,2017,,Wilkins,Total Population,,6309
565979,Homicides,Community Trends,2018,,Wilkins,Total Population,,6309
565980,Homicides,Community Trends,2019,,Wilkins,Total Population,,6309
565981,Homicides,Community Trends,2020,,Wilkins,Total Population,,6309
565982,Homicides,Community Trends,2021,,Wilkins,Total Population,,6309
565983,Homicides,Community Trends,2022,,Wilkins,Total Population,,6309
565984,Homicides,Community Trends,2017,,Wilkinsburg,Total Population,,15997
565985,Homicides,Community Trends,2018,10,Wilkinsburg,Total Population,,15997
565986,Homicides,Community Trends,2019,7,Wilkinsburg,Total Population,,15997
565987,Homicides,Community Trends,2020,11,Wilkinsburg,Total Population,,15997
565988,Homicides,Community Trends,2021,9,Wilkinsburg,Total Population,,15997
565989,Homicides,Community Trends,2022,,Wilkinsburg,Total Population,,15997
565990,Homicides,Community Trends,2017,,Wilmerding,Total Population,,2043
565991,Homicides,Community Trends,2018,,Wilmerding,Total Population,,2043
565992,Homicides,Community Trends,2019,,Wilmerding,Total Population,,2043
565993,Homicides,Community Trends,2020,,Wilmerding,Total Population,,2043
565994,Homicides,Community Trends,2021,,Wilmerding,Total Population,,2043
565995,Homicides,Community Trends,2022,,Wilmerding,Total Population,,2043
565996,Homicides,Community Trends,2017,10,X-Unassigned,Total Population,,
565997,Homicides,Community Trends,2018,8,X-Unassigned,Total Population,,
565998,Homicides,Community Trends,2019,7,X-Unassigned,Total Population,,
565999,Homicides,Community Trends,2020,11,X-Unassigned,Total Population,,
566000,Homicides,Community Trends,2021,6,X-Unassigned,Total Population,,
566001,Homicides,Community Trends,2022,8,X-Unassigned,Total Population,,
566002,Individuals Receiving Income Supports,Community Trends,2017,166,Aleppo,Total Population,,1849
566003,Individuals Receiving Income Supports,Community Trends,2018,197,Aleppo,Total Population,,1849
566004,Individuals Receiving Income Supports,Community Trends,2019,212,Aleppo,Total Population,,1849
566005,Individuals Receiving Income Supports,Community Trends,2020,219,Aleppo,Total Population,,1849
566006,Individuals Receiving Income Supports,Community Trends,2021,188,Aleppo,Total Population,,1849
566007,Individuals Receiving Income Supports,Community Trends,2022,188,Aleppo,Total Population,,1849
566008,Individuals Receiving Income Supports,Community Trends,2017,319,Aspinwall,Total Population,,2874
566009,Individuals Receiving Income Supports,Community Trends,2018,364,Aspinwall,Total Population,,2874
566010,Individuals Receiving Income Supports,Community Trends,2019,414,Aspinwall,Total Population,,2874
566011,Individuals Receiving Income Supports,Community Trends,2020,437,Aspinwall,Total Population,,2874
566012,Individuals Receiving Income Supports,Community Trends,2021,389,Aspinwall,Total Population,,2874
566013,Individuals Receiving Income Supports,Community Trends,2022,403,Aspinwall,Total Population,,2874
566014,Individuals Receiving Income Supports,Community Trends,2017,1469,Avalon,Total Population,,4826
566015,Individuals Receiving Income Supports,Community Trends,2018,1516,Avalon,Total Population,,4826
566016,Individuals Receiving Income Supports,Community Trends,2019,1569,Avalon,Total Population,,4826
566017,Individuals Receiving Income Supports,Community Trends,2020,1632,Avalon,Total Population,,4826
566018,Individuals Receiving Income Supports,Community Trends,2021,1638,Avalon,Total Population,,4826
566019,Individuals Receiving Income Supports,Community Trends,2022,1651,Avalon,Total Population,,4826
566020,Individuals Receiving Income Supports,Community Trends,2017,5451,Baldwin Borough,Total Population,,20349
566021,Individuals Receiving Income Supports,Community Trends,2018,5934,Baldwin Borough,Total Population,,20349
566022,Individuals Receiving Income Supports,Community Trends,2019,6141,Baldwin Borough,Total Population,,20349
566023,Individuals Receiving Income Supports,Community Trends,2020,6389,Baldwin Borough,Total Population,,20349
566024,Individuals Receiving Income Supports,Community Trends,2021,6168,Baldwin Borough,Total Population,,20349
566025,Individuals Receiving Income Supports,Community Trends,2022,6335,Baldwin Borough,Total Population,,20349
566026,Individuals Receiving Income Supports,Community Trends,2017,348,Baldwin Township,Total Population,,2114
566027,Individuals Receiving Income Supports,Community Trends,2018,395,Baldwin Township,Total Population,,2114
566028,Individuals Receiving Income Supports,Community Trends,2019,400,Baldwin Township,Total Population,,2114
566029,Individuals Receiving Income Supports,Community Trends,2020,405,Baldwin Township,Total Population,,2114
566030,Individuals Receiving Income Supports,Community Trends,2021,360,Baldwin Township,Total Population,,2114
566031,Individuals Receiving Income Supports,Community Trends,2022,383,Baldwin Township,Total Population,,2114
566032,Individuals Receiving Income Supports,Community Trends,2017,182,Bell Acres,Total Population,,1476
566033,Individuals Receiving Income Supports,Community Trends,2018,188,Bell Acres,Total Population,,1476
566034,Individuals Receiving Income Supports,Community Trends,2019,203,Bell Acres,Total Population,,1476
566035,Individuals Receiving Income Supports,Community Trends,2020,217,Bell Acres,Total Population,,1476
566036,Individuals Receiving Income Supports,Community Trends,2021,210,Bell Acres,Total Population,,1476
566037,Individuals Receiving Income Supports,Community Trends,2022,211,Bell Acres,Total Population,,1476
566038,Individuals Receiving Income Supports,Community Trends,2017,2501,Bellevue,Total Population,,8421
566039,Individuals Receiving Income Supports,Community Trends,2018,2672,Bellevue,Total Population,,8421
566040,Individuals Receiving Income Supports,Community Trends,2019,2668,Bellevue,Total Population,,8421
566041,Individuals Receiving Income Supports,Community Trends,2020,2671,Bellevue,Total Population,,8421
566042,Individuals Receiving Income Supports,Community Trends,2021,2629,Bellevue,Total Population,,8421
566043,Individuals Receiving Income Supports,Community Trends,2022,2664,Bellevue,Total Population,,8421
566044,Individuals Receiving Income Supports,Community Trends,2017,310,Ben Avon,Total Population,,1931
566045,Individuals Receiving Income Supports,Community Trends,2018,335,Ben Avon,Total Population,,1931
566046,Individuals Receiving Income Supports,Community Trends,2019,355,Ben Avon,Total Population,,1931
566047,Individuals Receiving Income Supports,Community Trends,2020,349,Ben Avon,Total Population,,1931
566048,Individuals Receiving Income Supports,Community Trends,2021,296,Ben Avon,Total Population,,1931
566049,Individuals Receiving Income Supports,Community Trends,2022,298,Ben Avon,Total Population,,1931
566050,Individuals Receiving Income Supports,Community Trends,2017,10,Ben Avon Heights,Total Population,,354
566051,Individuals Receiving Income Supports,Community Trends,2018,20,Ben Avon Heights,Total Population,,354
566052,Individuals Receiving Income Supports,Community Trends,2019,27,Ben Avon Heights,Total Population,,354
566053,Individuals Receiving Income Supports,Community Trends,2020,31,Ben Avon Heights,Total Population,,354
566054,Individuals Receiving Income Supports,Community Trends,2021,21,Ben Avon Heights,Total Population,,354
566055,Individuals Receiving Income Supports,Community Trends,2022,25,Ben Avon Heights,Total Population,,354
566056,Individuals Receiving Income Supports,Community Trends,2017,4556,Bethel Park,Total Population,,33162
566057,Individuals Receiving Income Supports,Community Trends,2018,5056,Bethel Park,Total Population,,33162
566058,Individuals Receiving Income Supports,Community Trends,2019,5333,Bethel Park,Total Population,,33162
566059,Individuals Receiving Income Supports,Community Trends,2020,5535,Bethel Park,Total Population,,33162
566060,Individuals Receiving Income Supports,Community Trends,2021,5029,Bethel Park,Total Population,,33162
566061,Individuals Receiving Income Supports,Community Trends,2022,5097,Bethel Park,Total Population,,33162
566062,Individuals Receiving Income Supports,Community Trends,2017,415,Blawnox,Total Population,,1585
566063,Individuals Receiving Income Supports,Community Trends,2018,425,Blawnox,Total Population,,1585
566064,Individuals Receiving Income Supports,Community Trends,2019,448,Blawnox,Total Population,,1585
566065,Individuals Receiving Income Supports,Community Trends,2020,461,Blawnox,Total Population,,1585
566066,Individuals Receiving Income Supports,Community Trends,2021,459,Blawnox,Total Population,,1585
566067,Individuals Receiving Income Supports,Community Trends,2022,457,Blawnox,Total Population,,1585
566068,Individuals Receiving Income Supports,Community Trends,2017,1452,Brackenridge,Total Population,,3315
566069,Individuals Receiving Income Supports,Community Trends,2018,1585,Brackenridge,Total Population,,3315
566070,Individuals Receiving Income Supports,Community Trends,2019,1641,Brackenridge,Total Population,,3315
566071,Individuals Receiving Income Supports,Community Trends,2020,1651,Brackenridge,Total Population,,3315
566072,Individuals Receiving Income Supports,Community Trends,2021,1613,Brackenridge,Total Population,,3315
566073,Individuals Receiving Income Supports,Community Trends,2022,1599,Brackenridge,Total Population,,3315
566074,Individuals Receiving Income Supports,Community Trends,2017,1650,Braddock,Total Population,,1749
566075,Individuals Receiving Income Supports,Community Trends,2018,1712,Braddock,Total Population,,1749
566076,Individuals Receiving Income Supports,Community Trends,2019,1749,Braddock,Total Population,,1749
566077,Individuals Receiving Income Supports,Community Trends,2020,1785,Braddock,Total Population,,1749
566078,Individuals Receiving Income Supports,Community Trends,2021,1790,Braddock,Total Population,,1749
566079,Individuals Receiving Income Supports,Community Trends,2022,1802,Braddock,Total Population,,1749
566080,Individuals Receiving Income Supports,Community Trends,2017,675,Braddock Hills,Total Population,,1751
566081,Individuals Receiving Income Supports,Community Trends,2018,689,Braddock Hills,Total Population,,1751
566082,Individuals Receiving Income Supports,Community Trends,2019,704,Braddock Hills,Total Population,,1751
566083,Individuals Receiving Income Supports,Community Trends,2020,712,Braddock Hills,Total Population,,1751
566084,Individuals Receiving Income Supports,Community Trends,2021,709,Braddock Hills,Total Population,,1751
566085,Individuals Receiving Income Supports,Community Trends,2022,720,Braddock Hills,Total Population,,1751
566086,Individuals Receiving Income Supports,Community Trends,2017,108,Bradford Woods,Total Population,,1236
566087,Individuals Receiving Income Supports,Community Trends,2018,123,Bradford Woods,Total Population,,1236
566088,Individuals Receiving Income Supports,Community Trends,2019,136,Bradford Woods,Total Population,,1236
566089,Individuals Receiving Income Supports,Community Trends,2020,138,Bradford Woods,Total Population,,1236
566090,Individuals Receiving Income Supports,Community Trends,2021,115,Bradford Woods,Total Population,,1236
566091,Individuals Receiving Income Supports,Community Trends,2022,119,Bradford Woods,Total Population,,1236
566092,Individuals Receiving Income Supports,Community Trends,2017,3092,Brentwood,Total Population,,9983
566093,Individuals Receiving Income Supports,Community Trends,2018,3257,Brentwood,Total Population,,9983
566094,Individuals Receiving Income Supports,Community Trends,2019,3357,Brentwood,Total Population,,9983
566095,Individuals Receiving Income Supports,Community Trends,2020,3426,Brentwood,Total Population,,9983
566096,Individuals Receiving Income Supports,Community Trends,2021,3288,Brentwood,Total Population,,9983
566097,Individuals Receiving Income Supports,Community Trends,2022,3386,Brentwood,Total Population,,9983
566098,Individuals Receiving Income Supports,Community Trends,2017,1283,Bridgeville,Total Population,,5207
566099,Individuals Receiving Income Supports,Community Trends,2018,1394,Bridgeville,Total Population,,5207
566100,Individuals Receiving Income Supports,Community Trends,2019,1468,Bridgeville,Total Population,,5207
566101,Individuals Receiving Income Supports,Community Trends,2020,1506,Bridgeville,Total Population,,5207
566102,Individuals Receiving Income Supports,Community Trends,2021,1428,Bridgeville,Total Population,,5207
566103,Individuals Receiving Income Supports,Community Trends,2022,1432,Bridgeville,Total Population,,5207
566104,Individuals Receiving Income Supports,Community Trends,2017,2528,Carnegie,Total Population,,8266
566105,Individuals Receiving Income Supports,Community Trends,2018,2698,Carnegie,Total Population,,8266
566106,Individuals Receiving Income Supports,Community Trends,2019,2817,Carnegie,Total Population,,8266
566107,Individuals Receiving Income Supports,Community Trends,2020,2932,Carnegie,Total Population,,8266
566108,Individuals Receiving Income Supports,Community Trends,2021,2951,Carnegie,Total Population,,8266
566109,Individuals Receiving Income Supports,Community Trends,2022,3013,Carnegie,Total Population,,8266
566110,Individuals Receiving Income Supports,Community Trends,2017,1994,Castle Shannon,Total Population,,8439
566111,Individuals Receiving Income Supports,Community Trends,2018,2186,Castle Shannon,Total Population,,8439
566112,Individuals Receiving Income Supports,Community Trends,2019,2297,Castle Shannon,Total Population,,8439
566113,Individuals Receiving Income Supports,Community Trends,2020,2378,Castle Shannon,Total Population,,8439
566114,Individuals Receiving Income Supports,Community Trends,2021,2276,Castle Shannon,Total Population,,8439
566115,Individuals Receiving Income Supports,Community Trends,2022,2281,Castle Shannon,Total Population,,8439
566116,Individuals Receiving Income Supports,Community Trends,2017,251,Chalfant,Total Population,,755
566117,Individuals Receiving Income Supports,Community Trends,2018,273,Chalfant,Total Population,,755
566118,Individuals Receiving Income Supports,Community Trends,2019,272,Chalfant,Total Population,,755
566119,Individuals Receiving Income Supports,Community Trends,2020,273,Chalfant,Total Population,,755
566120,Individuals Receiving Income Supports,Community Trends,2021,270,Chalfant,Total Population,,755
566121,Individuals Receiving Income Supports,Community Trends,2022,282,Chalfant,Total Population,,755
566122,Individuals Receiving Income Supports,Community Trends,2017,287,Cheswick,Total Population,,1739
566123,Individuals Receiving Income Supports,Community Trends,2018,306,Cheswick,Total Population,,1739
566124,Individuals Receiving Income Supports,Community Trends,2019,325,Cheswick,Total Population,,1739
566125,Individuals Receiving Income Supports,Community Trends,2020,341,Cheswick,Total Population,,1739
566126,Individuals Receiving Income Supports,Community Trends,2021,335,Cheswick,Total Population,,1739
566127,Individuals Receiving Income Supports,Community Trends,2022,340,Cheswick,Total Population,,1739
566128,Individuals Receiving Income Supports,Community Trends,2017,370,Churchill,Total Population,,3042
566129,Individuals Receiving Income Supports,Community Trends,2018,408,Churchill,Total Population,,3042
566130,Individuals Receiving Income Supports,Community Trends,2019,426,Churchill,Total Population,,3042
566131,Individuals Receiving Income Supports,Community Trends,2020,455,Churchill,Total Population,,3042
566132,Individuals Receiving Income Supports,Community Trends,2021,441,Churchill,Total Population,,3042
566133,Individuals Receiving Income Supports,Community Trends,2022,450,Churchill,Total Population,,3042
566134,Individuals Receiving Income Supports,Community Trends,2017,4311,Clairton,Total Population,,6857
566135,Individuals Receiving Income Supports,Community Trends,2018,4417,Clairton,Total Population,,6857
566136,Individuals Receiving Income Supports,Community Trends,2019,4438,Clairton,Total Population,,6857
566137,Individuals Receiving Income Supports,Community Trends,2020,4443,Clairton,Total Population,,6857
566138,Individuals Receiving Income Supports,Community Trends,2021,4513,Clairton,Total Population,,6857
566139,Individuals Receiving Income Supports,Community Trends,2022,4539,Clairton,Total Population,,6857
566140,Individuals Receiving Income Supports,Community Trends,2017,1025,Collier,Total Population,,8290
566141,Individuals Receiving Income Supports,Community Trends,2018,1105,Collier,Total Population,,8290
566142,Individuals Receiving Income Supports,Community Trends,2019,1180,Collier,Total Population,,8290
566143,Individuals Receiving Income Supports,Community Trends,2020,1215,Collier,Total Population,,8290
566144,Individuals Receiving Income Supports,Community Trends,2021,1073,Collier,Total Population,,8290
566145,Individuals Receiving Income Supports,Community Trends,2022,1079,Collier,Total Population,,8290
566146,Individuals Receiving Income Supports,Community Trends,2017,1942,Coraopolis,Total Population,,5769
566147,Individuals Receiving Income Supports,Community Trends,2018,2096,Coraopolis,Total Population,,5769
566148,Individuals Receiving Income Supports,Community Trends,2019,2133,Coraopolis,Total Population,,5769
566149,Individuals Receiving Income Supports,Community Trends,2020,2131,Coraopolis,Total Population,,5769
566150,Individuals Receiving Income Supports,Community Trends,2021,2099,Coraopolis,Total Population,,5769
566151,Individuals Receiving Income Supports,Community Trends,2022,2106,Coraopolis,Total Population,,5769
566152,Individuals Receiving Income Supports,Community Trends,2017,1469,Crafton,Total Population,,6122
566153,Individuals Receiving Income Supports,Community Trends,2018,1581,Crafton,Total Population,,6122
566154,Individuals Receiving Income Supports,Community Trends,2019,1604,Crafton,Total Population,,6122
566155,Individuals Receiving Income Supports,Community Trends,2020,1654,Crafton,Total Population,,6122
566156,Individuals Receiving Income Supports,Community Trends,2021,1625,Crafton,Total Population,,6122
566157,Individuals Receiving Income Supports,Community Trends,2022,1650,Crafton,Total Population,,6122
566158,Individuals Receiving Income Supports,Community Trends,2017,583,Crescent,Total Population,,2695
566159,Individuals Receiving Income Supports,Community Trends,2018,614,Crescent,Total Population,,2695
566160,Individuals Receiving Income Supports,Community Trends,2019,656,Crescent,Total Population,,2695
566161,Individuals Receiving Income Supports,Community Trends,2020,677,Crescent,Total Population,,2695
566162,Individuals Receiving Income Supports,Community Trends,2021,630,Crescent,Total Population,,2695
566163,Individuals Receiving Income Supports,Community Trends,2022,638,Crescent,Total Population,,2695
566164,Individuals Receiving Income Supports,Community Trends,2017,1724,Dormont,Total Population,,8702
566165,Individuals Receiving Income Supports,Community Trends,2018,1828,Dormont,Total Population,,8702
566166,Individuals Receiving Income Supports,Community Trends,2019,1898,Dormont,Total Population,,8702
566167,Individuals Receiving Income Supports,Community Trends,2020,1970,Dormont,Total Population,,8702
566168,Individuals Receiving Income Supports,Community Trends,2021,1867,Dormont,Total Population,,8702
566169,Individuals Receiving Income Supports,Community Trends,2022,1900,Dormont,Total Population,,8702
566170,Individuals Receiving Income Supports,Community Trends,2017,562,Dravosburg,Total Population,,1840
566171,Individuals Receiving Income Supports,Community Trends,2018,597,Dravosburg,Total Population,,1840
566172,Individuals Receiving Income Supports,Community Trends,2019,616,Dravosburg,Total Population,,1840
566173,Individuals Receiving Income Supports,Community Trends,2020,616,Dravosburg,Total Population,,1840
566174,Individuals Receiving Income Supports,Community Trends,2021,639,Dravosburg,Total Population,,1840
566175,Individuals Receiving Income Supports,Community Trends,2022,657,Dravosburg,Total Population,,1840
566176,Individuals Receiving Income Supports,Community Trends,2017,3678,Duquesne,Total Population,,5935
566177,Individuals Receiving Income Supports,Community Trends,2018,3862,Duquesne,Total Population,,5935
566178,Individuals Receiving Income Supports,Community Trends,2019,4050,Duquesne,Total Population,,5935
566179,Individuals Receiving Income Supports,Community Trends,2020,4049,Duquesne,Total Population,,5935
566180,Individuals Receiving Income Supports,Community Trends,2021,4145,Duquesne,Total Population,,5935
566181,Individuals Receiving Income Supports,Community Trends,2022,4231,Duquesne,Total Population,,5935
566182,Individuals Receiving Income Supports,Community Trends,2017,570,East Deer,Total Population,,1440
566183,Individuals Receiving Income Supports,Community Trends,2018,620,East Deer,Total Population,,1440
566184,Individuals Receiving Income Supports,Community Trends,2019,634,East Deer,Total Population,,1440
566185,Individuals Receiving Income Supports,Community Trends,2020,627,East Deer,Total Population,,1440
566186,Individuals Receiving Income Supports,Community Trends,2021,591,East Deer,Total Population,,1440
566187,Individuals Receiving Income Supports,Community Trends,2022,616,East Deer,Total Population,,1440
566188,Individuals Receiving Income Supports,Community Trends,2017,876,East Mckeesport,Total Population,,2207
566189,Individuals Receiving Income Supports,Community Trends,2018,899,East Mckeesport,Total Population,,2207
