_id,metric_name,report_group,calendar_year,kpi_count,geo_area_name
375096,Individuals Receiving Income Supports,Community Trends,2023,2508,Squirrel Hill South
375097,Individuals Receiving Income Supports,Community Trends,2018,1075,Stanton Heights
375098,Individuals Receiving Income Supports,Community Trends,2019,1081,Stanton Heights
375099,Individuals Receiving Income Supports,Community Trends,2020,1130,Stanton Heights
375100,Individuals Receiving Income Supports,Community Trends,2021,1071,Stanton Heights
375101,Individuals Receiving Income Supports,Community Trends,2022,1131,Stanton Heights
375102,Individuals Receiving Income Supports,Community Trends,2023,1164,Stanton Heights
375103,Individuals Receiving Income Supports,Community Trends,2018,72,Strip District
375104,Individuals Receiving Income Supports,Community Trends,2019,74,Strip District
375105,Individuals Receiving Income Supports,Community Trends,2020,92,Strip District
375106,Individuals Receiving Income Supports,Community Trends,2021,100,Strip District
375107,Individuals Receiving Income Supports,Community Trends,2022,115,Strip District
375108,Individuals Receiving Income Supports,Community Trends,2023,107,Strip District
375109,Individuals Receiving Income Supports,Community Trends,2018,226,Summer Hill
375110,Individuals Receiving Income Supports,Community Trends,2019,239,Summer Hill
375111,Individuals Receiving Income Supports,Community Trends,2020,240,Summer Hill
375112,Individuals Receiving Income Supports,Community Trends,2021,224,Summer Hill
375113,Individuals Receiving Income Supports,Community Trends,2022,239,Summer Hill
375114,Individuals Receiving Income Supports,Community Trends,2023,240,Summer Hill
375115,Individuals Receiving Income Supports,Community Trends,2018,183,Swisshelm Park
375116,Individuals Receiving Income Supports,Community Trends,2019,183,Swisshelm Park
375117,Individuals Receiving Income Supports,Community Trends,2020,187,Swisshelm Park
375118,Individuals Receiving Income Supports,Community Trends,2021,173,Swisshelm Park
375119,Individuals Receiving Income Supports,Community Trends,2022,176,Swisshelm Park
375120,Individuals Receiving Income Supports,Community Trends,2023,177,Swisshelm Park
375121,Individuals Receiving Income Supports,Community Trends,2018,1574,Terrace Village
375122,Individuals Receiving Income Supports,Community Trends,2019,1608,Terrace Village
375123,Individuals Receiving Income Supports,Community Trends,2020,1612,Terrace Village
375124,Individuals Receiving Income Supports,Community Trends,2021,1620,Terrace Village
375125,Individuals Receiving Income Supports,Community Trends,2022,1648,Terrace Village
375126,Individuals Receiving Income Supports,Community Trends,2023,1672,Terrace Village
375127,Individuals Receiving Income Supports,Community Trends,2018,861,Troy Hill
375128,Individuals Receiving Income Supports,Community Trends,2019,858,Troy Hill
375129,Individuals Receiving Income Supports,Community Trends,2020,882,Troy Hill
375130,Individuals Receiving Income Supports,Community Trends,2021,891,Troy Hill
375131,Individuals Receiving Income Supports,Community Trends,2022,924,Troy Hill
375132,Individuals Receiving Income Supports,Community Trends,2023,937,Troy Hill
375133,Individuals Receiving Income Supports,Community Trends,2018,767,Upper Hill
375134,Individuals Receiving Income Supports,Community Trends,2019,792,Upper Hill
375135,Individuals Receiving Income Supports,Community Trends,2020,801,Upper Hill
375136,Individuals Receiving Income Supports,Community Trends,2021,828,Upper Hill
375137,Individuals Receiving Income Supports,Community Trends,2022,854,Upper Hill
375138,Individuals Receiving Income Supports,Community Trends,2023,852,Upper Hill
375139,Individuals Receiving Income Supports,Community Trends,2018,573,Upper Lawrenceville
375140,Individuals Receiving Income Supports,Community Trends,2019,572,Upper Lawrenceville
375141,Individuals Receiving Income Supports,Community Trends,2020,581,Upper Lawrenceville
375142,Individuals Receiving Income Supports,Community Trends,2021,590,Upper Lawrenceville
375143,Individuals Receiving Income Supports,Community Trends,2022,632,Upper Lawrenceville
375144,Individuals Receiving Income Supports,Community Trends,2023,626,Upper Lawrenceville
375145,Individuals Receiving Income Supports,Community Trends,2018,130,West End
375146,Individuals Receiving Income Supports,Community Trends,2019,125,West End
375147,Individuals Receiving Income Supports,Community Trends,2020,122,West End
375148,Individuals Receiving Income Supports,Community Trends,2021,132,West End
375149,Individuals Receiving Income Supports,Community Trends,2022,137,West End
375150,Individuals Receiving Income Supports,Community Trends,2023,137,West End
375151,Individuals Receiving Income Supports,Community Trends,2018,374,West Oakland
375152,Individuals Receiving Income Supports,Community Trends,2019,381,West Oakland
375153,Individuals Receiving Income Supports,Community Trends,2020,398,West Oakland
375154,Individuals Receiving Income Supports,Community Trends,2021,412,West Oakland
375155,Individuals Receiving Income Supports,Community Trends,2022,428,West Oakland
375156,Individuals Receiving Income Supports,Community Trends,2023,438,West Oakland
375157,Individuals Receiving Income Supports,Community Trends,2018,952,Westwood
375158,Individuals Receiving Income Supports,Community Trends,2019,1010,Westwood
375159,Individuals Receiving Income Supports,Community Trends,2020,1099,Westwood
375160,Individuals Receiving Income Supports,Community Trends,2021,1068,Westwood
375161,Individuals Receiving Income Supports,Community Trends,2022,1143,Westwood
375162,Individuals Receiving Income Supports,Community Trends,2023,1180,Westwood
375163,Individuals Receiving Income Supports,Community Trends,2018,441,Windgap
375164,Individuals Receiving Income Supports,Community Trends,2019,438,Windgap
375165,Individuals Receiving Income Supports,Community Trends,2020,435,Windgap
375166,Individuals Receiving Income Supports,Community Trends,2021,422,Windgap
375167,Individuals Receiving Income Supports,Community Trends,2022,454,Windgap
375168,Individuals Receiving Income Supports,Community Trends,2023,471,Windgap
375169,Individuals Receiving Income Supports,Community Trends,2018,15,X-Unassigned
375170,Individuals Receiving Income Supports,Community Trends,2019,15,X-Unassigned
375171,Individuals Receiving Income Supports,Community Trends,2020,18,X-Unassigned
375172,Individuals Receiving Income Supports,Community Trends,2021,23,X-Unassigned
375173,Individuals Receiving Income Supports,Community Trends,2022,24,X-Unassigned
375174,Individuals Receiving Income Supports,Community Trends,2023,23,X-Unassigned
375175,Individuals Receiving DHS Services,Population Served by DHS,2018,102,Allegheny Center
375176,Individuals Receiving DHS Services,Population Served by DHS,2019,112,Allegheny Center
375177,Individuals Receiving DHS Services,Population Served by DHS,2020,127,Allegheny Center
375178,Individuals Receiving DHS Services,Population Served by DHS,2021,135,Allegheny Center
375179,Individuals Receiving DHS Services,Population Served by DHS,2022,126,Allegheny Center
375180,Individuals Receiving DHS Services,Population Served by DHS,2023,99,Allegheny Center
375181,Individuals Receiving DHS Services,Population Served by DHS,2018,20,Allegheny West
375182,Individuals Receiving DHS Services,Population Served by DHS,2019,18,Allegheny West
375183,Individuals Receiving DHS Services,Population Served by DHS,2020,18,Allegheny West
375184,Individuals Receiving DHS Services,Population Served by DHS,2021,12,Allegheny West
375185,Individuals Receiving DHS Services,Population Served by DHS,2022,13,Allegheny West
375186,Individuals Receiving DHS Services,Population Served by DHS,2023,13,Allegheny West
375187,Individuals Receiving DHS Services,Population Served by DHS,2018,491,Allentown
375188,Individuals Receiving DHS Services,Population Served by DHS,2019,465,Allentown
375189,Individuals Receiving DHS Services,Population Served by DHS,2020,454,Allentown
375190,Individuals Receiving DHS Services,Population Served by DHS,2021,476,Allentown
375191,Individuals Receiving DHS Services,Population Served by DHS,2022,455,Allentown
375192,Individuals Receiving DHS Services,Population Served by DHS,2023,380,Allentown
375193,Individuals Receiving DHS Services,Population Served by DHS,2018,243,Arlington
375194,Individuals Receiving DHS Services,Population Served by DHS,2019,239,Arlington
375195,Individuals Receiving DHS Services,Population Served by DHS,2020,268,Arlington
375196,Individuals Receiving DHS Services,Population Served by DHS,2021,269,Arlington
375197,Individuals Receiving DHS Services,Population Served by DHS,2022,252,Arlington
375198,Individuals Receiving DHS Services,Population Served by DHS,2023,204,Arlington
375199,Individuals Receiving DHS Services,Population Served by DHS,2018,92,Arlington Heights
375200,Individuals Receiving DHS Services,Population Served by DHS,2019,93,Arlington Heights
375201,Individuals Receiving DHS Services,Population Served by DHS,2020,97,Arlington Heights
375202,Individuals Receiving DHS Services,Population Served by DHS,2021,105,Arlington Heights
375203,Individuals Receiving DHS Services,Population Served by DHS,2022,97,Arlington Heights
375204,Individuals Receiving DHS Services,Population Served by DHS,2023,73,Arlington Heights
375205,Individuals Receiving DHS Services,Population Served by DHS,2018,166,Banksville
375206,Individuals Receiving DHS Services,Population Served by DHS,2019,162,Banksville
375207,Individuals Receiving DHS Services,Population Served by DHS,2020,179,Banksville
375208,Individuals Receiving DHS Services,Population Served by DHS,2021,184,Banksville
375209,Individuals Receiving DHS Services,Population Served by DHS,2022,189,Banksville
375210,Individuals Receiving DHS Services,Population Served by DHS,2023,175,Banksville
375211,Individuals Receiving DHS Services,Population Served by DHS,2018,438,Bedford Dwellings
375212,Individuals Receiving DHS Services,Population Served by DHS,2019,397,Bedford Dwellings
375213,Individuals Receiving DHS Services,Population Served by DHS,2020,394,Bedford Dwellings
375214,Individuals Receiving DHS Services,Population Served by DHS,2021,418,Bedford Dwellings
375215,Individuals Receiving DHS Services,Population Served by DHS,2022,430,Bedford Dwellings
375216,Individuals Receiving DHS Services,Population Served by DHS,2023,348,Bedford Dwellings
375217,Individuals Receiving DHS Services,Population Served by DHS,2018,722,Beechview
375218,Individuals Receiving DHS Services,Population Served by DHS,2019,735,Beechview
375219,Individuals Receiving DHS Services,Population Served by DHS,2020,715,Beechview
375220,Individuals Receiving DHS Services,Population Served by DHS,2021,724,Beechview
375221,Individuals Receiving DHS Services,Population Served by DHS,2022,724,Beechview
375222,Individuals Receiving DHS Services,Population Served by DHS,2023,654,Beechview
375223,Individuals Receiving DHS Services,Population Served by DHS,2018,306,Beltzhoover
375224,Individuals Receiving DHS Services,Population Served by DHS,2019,295,Beltzhoover
375225,Individuals Receiving DHS Services,Population Served by DHS,2020,297,Beltzhoover
375226,Individuals Receiving DHS Services,Population Served by DHS,2021,300,Beltzhoover
375227,Individuals Receiving DHS Services,Population Served by DHS,2022,288,Beltzhoover
375228,Individuals Receiving DHS Services,Population Served by DHS,2023,258,Beltzhoover
375229,Individuals Receiving DHS Services,Population Served by DHS,2018,438,Bloomfield
375230,Individuals Receiving DHS Services,Population Served by DHS,2019,435,Bloomfield
375231,Individuals Receiving DHS Services,Population Served by DHS,2020,429,Bloomfield
375232,Individuals Receiving DHS Services,Population Served by DHS,2021,488,Bloomfield
375233,Individuals Receiving DHS Services,Population Served by DHS,2022,477,Bloomfield
375234,Individuals Receiving DHS Services,Population Served by DHS,2023,425,Bloomfield
375235,Individuals Receiving DHS Services,Population Served by DHS,2018,287,Bluff
375236,Individuals Receiving DHS Services,Population Served by DHS,2019,292,Bluff
375237,Individuals Receiving DHS Services,Population Served by DHS,2020,258,Bluff
375238,Individuals Receiving DHS Services,Population Served by DHS,2021,295,Bluff
375239,Individuals Receiving DHS Services,Population Served by DHS,2022,329,Bluff
375240,Individuals Receiving DHS Services,Population Served by DHS,2023,399,Bluff
375241,Individuals Receiving DHS Services,Population Served by DHS,2018,63,Bon Air
375242,Individuals Receiving DHS Services,Population Served by DHS,2019,46,Bon Air
375243,Individuals Receiving DHS Services,Population Served by DHS,2020,52,Bon Air
375244,Individuals Receiving DHS Services,Population Served by DHS,2021,49,Bon Air
375245,Individuals Receiving DHS Services,Population Served by DHS,2022,49,Bon Air
375246,Individuals Receiving DHS Services,Population Served by DHS,2023,40,Bon Air
375247,Individuals Receiving DHS Services,Population Served by DHS,2018,718,Brighton Heights
375248,Individuals Receiving DHS Services,Population Served by DHS,2019,674,Brighton Heights
375249,Individuals Receiving DHS Services,Population Served by DHS,2020,689,Brighton Heights
375250,Individuals Receiving DHS Services,Population Served by DHS,2021,709,Brighton Heights
375251,Individuals Receiving DHS Services,Population Served by DHS,2022,683,Brighton Heights
375252,Individuals Receiving DHS Services,Population Served by DHS,2023,601,Brighton Heights
375253,Individuals Receiving DHS Services,Population Served by DHS,2018,1043,Brookline
375254,Individuals Receiving DHS Services,Population Served by DHS,2019,1033,Brookline
375255,Individuals Receiving DHS Services,Population Served by DHS,2020,1020,Brookline
375256,Individuals Receiving DHS Services,Population Served by DHS,2021,1051,Brookline
375257,Individuals Receiving DHS Services,Population Served by DHS,2022,1019,Brookline
375258,Individuals Receiving DHS Services,Population Served by DHS,2023,892,Brookline
375259,Individuals Receiving DHS Services,Population Served by DHS,2018,173,California-Kirkbride
375260,Individuals Receiving DHS Services,Population Served by DHS,2019,166,California-Kirkbride
375261,Individuals Receiving DHS Services,Population Served by DHS,2020,178,California-Kirkbride
375262,Individuals Receiving DHS Services,Population Served by DHS,2021,181,California-Kirkbride
375263,Individuals Receiving DHS Services,Population Served by DHS,2022,187,California-Kirkbride
375264,Individuals Receiving DHS Services,Population Served by DHS,2023,176,California-Kirkbride
375265,Individuals Receiving DHS Services,Population Served by DHS,2018,1447,Carrick
375266,Individuals Receiving DHS Services,Population Served by DHS,2019,1479,Carrick
375267,Individuals Receiving DHS Services,Population Served by DHS,2020,1452,Carrick
375268,Individuals Receiving DHS Services,Population Served by DHS,2021,1516,Carrick
375269,Individuals Receiving DHS Services,Population Served by DHS,2022,1460,Carrick
375270,Individuals Receiving DHS Services,Population Served by DHS,2023,1275,Carrick
375271,Individuals Receiving DHS Services,Population Served by DHS,2018,269,Central Lawrenceville
375272,Individuals Receiving DHS Services,Population Served by DHS,2019,247,Central Lawrenceville
375273,Individuals Receiving DHS Services,Population Served by DHS,2020,235,Central Lawrenceville
375274,Individuals Receiving DHS Services,Population Served by DHS,2021,228,Central Lawrenceville
375275,Individuals Receiving DHS Services,Population Served by DHS,2022,217,Central Lawrenceville
375276,Individuals Receiving DHS Services,Population Served by DHS,2023,184,Central Lawrenceville
375277,Individuals Receiving DHS Services,Population Served by DHS,2018,285,Central Northside
375278,Individuals Receiving DHS Services,Population Served by DHS,2019,273,Central Northside
375279,Individuals Receiving DHS Services,Population Served by DHS,2020,274,Central Northside
375280,Individuals Receiving DHS Services,Population Served by DHS,2021,264,Central Northside
375281,Individuals Receiving DHS Services,Population Served by DHS,2022,262,Central Northside
375282,Individuals Receiving DHS Services,Population Served by DHS,2023,235,Central Northside
375283,Individuals Receiving DHS Services,Population Served by DHS,2018,65,Central Oakland
375284,Individuals Receiving DHS Services,Population Served by DHS,2019,64,Central Oakland
375285,Individuals Receiving DHS Services,Population Served by DHS,2020,61,Central Oakland
375286,Individuals Receiving DHS Services,Population Served by DHS,2021,78,Central Oakland
375287,Individuals Receiving DHS Services,Population Served by DHS,2022,68,Central Oakland
375288,Individuals Receiving DHS Services,Population Served by DHS,2023,50,Central Oakland
375289,Individuals Receiving DHS Services,Population Served by DHS,2018,62,Chartiers City
375290,Individuals Receiving DHS Services,Population Served by DHS,2019,55,Chartiers City
375291,Individuals Receiving DHS Services,Population Served by DHS,2020,55,Chartiers City
375292,Individuals Receiving DHS Services,Population Served by DHS,2021,53,Chartiers City
375293,Individuals Receiving DHS Services,Population Served by DHS,2022,57,Chartiers City
375294,Individuals Receiving DHS Services,Population Served by DHS,2023,48,Chartiers City
375295,Individuals Receiving DHS Services,Population Served by DHS,2018,81,Chateau
375296,Individuals Receiving DHS Services,Population Served by DHS,2019,32,Chateau
375297,Individuals Receiving DHS Services,Population Served by DHS,2020,23,Chateau
375298,Individuals Receiving DHS Services,Population Served by DHS,2021,21,Chateau
375299,Individuals Receiving DHS Services,Population Served by DHS,2022,26,Chateau
375300,Individuals Receiving DHS Services,Population Served by DHS,2023,32,Chateau
375301,Individuals Receiving DHS Services,Population Served by DHS,2018,493,Crafton Heights
375302,Individuals Receiving DHS Services,Population Served by DHS,2019,500,Crafton Heights
375303,Individuals Receiving DHS Services,Population Served by DHS,2020,495,Crafton Heights
375304,Individuals Receiving DHS Services,Population Served by DHS,2021,500,Crafton Heights
375305,Individuals Receiving DHS Services,Population Served by DHS,2022,519,Crafton Heights
375306,Individuals Receiving DHS Services,Population Served by DHS,2023,422,Crafton Heights
375307,Individuals Receiving DHS Services,Population Served by DHS,2018,434,Crawford-Roberts
375308,Individuals Receiving DHS Services,Population Served by DHS,2019,429,Crawford-Roberts
375309,Individuals Receiving DHS Services,Population Served by DHS,2020,419,Crawford-Roberts
375310,Individuals Receiving DHS Services,Population Served by DHS,2021,458,Crawford-Roberts
375311,Individuals Receiving DHS Services,Population Served by DHS,2022,461,Crawford-Roberts
375312,Individuals Receiving DHS Services,Population Served by DHS,2023,371,Crawford-Roberts
375313,Individuals Receiving DHS Services,Population Served by DHS,2018,131,Duquesne Heights
375314,Individuals Receiving DHS Services,Population Served by DHS,2019,136,Duquesne Heights
375315,Individuals Receiving DHS Services,Population Served by DHS,2020,135,Duquesne Heights
375316,Individuals Receiving DHS Services,Population Served by DHS,2021,140,Duquesne Heights
375317,Individuals Receiving DHS Services,Population Served by DHS,2022,128,Duquesne Heights
375318,Individuals Receiving DHS Services,Population Served by DHS,2023,119,Duquesne Heights
375319,Individuals Receiving DHS Services,Population Served by DHS,2018,317,East Allegheny
375320,Individuals Receiving DHS Services,Population Served by DHS,2019,290,East Allegheny
375321,Individuals Receiving DHS Services,Population Served by DHS,2020,283,East Allegheny
375322,Individuals Receiving DHS Services,Population Served by DHS,2021,285,East Allegheny
375323,Individuals Receiving DHS Services,Population Served by DHS,2022,273,East Allegheny
375324,Individuals Receiving DHS Services,Population Served by DHS,2023,231,East Allegheny
375325,Individuals Receiving DHS Services,Population Served by DHS,2018,53,East Carnegie
375326,Individuals Receiving DHS Services,Population Served by DHS,2019,51,East Carnegie
375327,Individuals Receiving DHS Services,Population Served by DHS,2020,47,East Carnegie
375328,Individuals Receiving DHS Services,Population Served by DHS,2021,50,East Carnegie
375329,Individuals Receiving DHS Services,Population Served by DHS,2022,61,East Carnegie
375330,Individuals Receiving DHS Services,Population Served by DHS,2023,52,East Carnegie
375331,Individuals Receiving DHS Services,Population Served by DHS,2018,571,East Hills
375332,Individuals Receiving DHS Services,Population Served by DHS,2019,565,East Hills
375333,Individuals Receiving DHS Services,Population Served by DHS,2020,586,East Hills
375334,Individuals Receiving DHS Services,Population Served by DHS,2021,591,East Hills
375335,Individuals Receiving DHS Services,Population Served by DHS,2022,570,East Hills
375336,Individuals Receiving DHS Services,Population Served by DHS,2023,523,East Hills
375337,Individuals Receiving DHS Services,Population Served by DHS,2018,693,East Liberty
375338,Individuals Receiving DHS Services,Population Served by DHS,2019,690,East Liberty
375339,Individuals Receiving DHS Services,Population Served by DHS,2020,709,East Liberty
375340,Individuals Receiving DHS Services,Population Served by DHS,2021,714,East Liberty
375341,Individuals Receiving DHS Services,Population Served by DHS,2022,684,East Liberty
375342,Individuals Receiving DHS Services,Population Served by DHS,2023,565,East Liberty
375343,Individuals Receiving DHS Services,Population Served by DHS,2018,348,Elliott
375344,Individuals Receiving DHS Services,Population Served by DHS,2019,340,Elliott
375345,Individuals Receiving DHS Services,Population Served by DHS,2020,331,Elliott
375346,Individuals Receiving DHS Services,Population Served by DHS,2021,352,Elliott
375347,Individuals Receiving DHS Services,Population Served by DHS,2022,354,Elliott
375348,Individuals Receiving DHS Services,Population Served by DHS,2023,300,Elliott
375349,Individuals Receiving DHS Services,Population Served by DHS,2018,57,Esplen
375350,Individuals Receiving DHS Services,Population Served by DHS,2019,68,Esplen
375351,Individuals Receiving DHS Services,Population Served by DHS,2020,58,Esplen
375352,Individuals Receiving DHS Services,Population Served by DHS,2021,62,Esplen
375353,Individuals Receiving DHS Services,Population Served by DHS,2022,57,Esplen
375354,Individuals Receiving DHS Services,Population Served by DHS,2023,48,Esplen
375355,Individuals Receiving DHS Services,Population Served by DHS,2018,102,Fairywood
375356,Individuals Receiving DHS Services,Population Served by DHS,2019,104,Fairywood
375357,Individuals Receiving DHS Services,Population Served by DHS,2020,97,Fairywood
375358,Individuals Receiving DHS Services,Population Served by DHS,2021,100,Fairywood
375359,Individuals Receiving DHS Services,Population Served by DHS,2022,106,Fairywood
375360,Individuals Receiving DHS Services,Population Served by DHS,2023,104,Fairywood
375361,Individuals Receiving DHS Services,Population Served by DHS,2018,190,Fineview
375362,Individuals Receiving DHS Services,Population Served by DHS,2019,185,Fineview
375363,Individuals Receiving DHS Services,Population Served by DHS,2020,191,Fineview
375364,Individuals Receiving DHS Services,Population Served by DHS,2021,195,Fineview
375365,Individuals Receiving DHS Services,Population Served by DHS,2022,184,Fineview
375366,Individuals Receiving DHS Services,Population Served by DHS,2023,147,Fineview
375367,Individuals Receiving DHS Services,Population Served by DHS,2018,86,Friendship
375368,Individuals Receiving DHS Services,Population Served by DHS,2019,74,Friendship
375369,Individuals Receiving DHS Services,Population Served by DHS,2020,93,Friendship
375370,Individuals Receiving DHS Services,Population Served by DHS,2021,99,Friendship
375371,Individuals Receiving DHS Services,Population Served by DHS,2022,98,Friendship
375372,Individuals Receiving DHS Services,Population Served by DHS,2023,93,Friendship
375373,Individuals Receiving DHS Services,Population Served by DHS,2018,508,Garfield
375374,Individuals Receiving DHS Services,Population Served by DHS,2019,534,Garfield
375375,Individuals Receiving DHS Services,Population Served by DHS,2020,560,Garfield
375376,Individuals Receiving DHS Services,Population Served by DHS,2021,557,Garfield
375377,Individuals Receiving DHS Services,Population Served by DHS,2022,573,Garfield
375378,Individuals Receiving DHS Services,Population Served by DHS,2023,492,Garfield
375379,Individuals Receiving DHS Services,Population Served by DHS,2018,223,Glen Hazel
375380,Individuals Receiving DHS Services,Population Served by DHS,2019,234,Glen Hazel
375381,Individuals Receiving DHS Services,Population Served by DHS,2020,201,Glen Hazel
375382,Individuals Receiving DHS Services,Population Served by DHS,2021,205,Glen Hazel
375383,Individuals Receiving DHS Services,Population Served by DHS,2022,193,Glen Hazel
375384,Individuals Receiving DHS Services,Population Served by DHS,2023,153,Glen Hazel
375385,Individuals Receiving DHS Services,Population Served by DHS,2018,380,Golden Triangle
375386,Individuals Receiving DHS Services,Population Served by DHS,2019,394,Golden Triangle
375387,Individuals Receiving DHS Services,Population Served by DHS,2020,377,Golden Triangle
375388,Individuals Receiving DHS Services,Population Served by DHS,2021,378,Golden Triangle
375389,Individuals Receiving DHS Services,Population Served by DHS,2022,407,Golden Triangle
375390,Individuals Receiving DHS Services,Population Served by DHS,2023,341,Golden Triangle
375391,Individuals Receiving DHS Services,Population Served by DHS,2018,427,Greenfield
375392,Individuals Receiving DHS Services,Population Served by DHS,2019,426,Greenfield
375393,Individuals Receiving DHS Services,Population Served by DHS,2020,430,Greenfield
375394,Individuals Receiving DHS Services,Population Served by DHS,2021,449,Greenfield
375395,Individuals Receiving DHS Services,Population Served by DHS,2022,449,Greenfield
375396,Individuals Receiving DHS Services,Population Served by DHS,2023,399,Greenfield
375397,Individuals Receiving DHS Services,Population Served by DHS,2018,51,Hays
375398,Individuals Receiving DHS Services,Population Served by DHS,2019,48,Hays
375399,Individuals Receiving DHS Services,Population Served by DHS,2020,53,Hays
375400,Individuals Receiving DHS Services,Population Served by DHS,2021,58,Hays
375401,Individuals Receiving DHS Services,Population Served by DHS,2022,52,Hays
375402,Individuals Receiving DHS Services,Population Served by DHS,2023,44,Hays
375403,Individuals Receiving DHS Services,Population Served by DHS,2018,778,Hazelwood
375404,Individuals Receiving DHS Services,Population Served by DHS,2019,754,Hazelwood
375405,Individuals Receiving DHS Services,Population Served by DHS,2020,740,Hazelwood
375406,Individuals Receiving DHS Services,Population Served by DHS,2021,741,Hazelwood
375407,Individuals Receiving DHS Services,Population Served by DHS,2022,725,Hazelwood
375408,Individuals Receiving DHS Services,Population Served by DHS,2023,644,Hazelwood
375409,Individuals Receiving DHS Services,Population Served by DHS,2018,273,Highland Park
375410,Individuals Receiving DHS Services,Population Served by DHS,2019,287,Highland Park
375411,Individuals Receiving DHS Services,Population Served by DHS,2020,242,Highland Park
375412,Individuals Receiving DHS Services,Population Served by DHS,2021,292,Highland Park
375413,Individuals Receiving DHS Services,Population Served by DHS,2022,284,Highland Park
375414,Individuals Receiving DHS Services,Population Served by DHS,2023,243,Highland Park
375415,Individuals Receiving DHS Services,Population Served by DHS,2018,597,Homewood North
375416,Individuals Receiving DHS Services,Population Served by DHS,2019,572,Homewood North
375417,Individuals Receiving DHS Services,Population Served by DHS,2020,557,Homewood North
375418,Individuals Receiving DHS Services,Population Served by DHS,2021,578,Homewood North
375419,Individuals Receiving DHS Services,Population Served by DHS,2022,581,Homewood North
375420,Individuals Receiving DHS Services,Population Served by DHS,2023,472,Homewood North
375421,Individuals Receiving DHS Services,Population Served by DHS,2018,535,Homewood South
375422,Individuals Receiving DHS Services,Population Served by DHS,2019,526,Homewood South
375423,Individuals Receiving DHS Services,Population Served by DHS,2020,542,Homewood South
375424,Individuals Receiving DHS Services,Population Served by DHS,2021,540,Homewood South
375425,Individuals Receiving DHS Services,Population Served by DHS,2022,529,Homewood South
375426,Individuals Receiving DHS Services,Population Served by DHS,2023,439,Homewood South
375427,Individuals Receiving DHS Services,Population Served by DHS,2018,134,Homewood West
375428,Individuals Receiving DHS Services,Population Served by DHS,2019,131,Homewood West
375429,Individuals Receiving DHS Services,Population Served by DHS,2020,152,Homewood West
375430,Individuals Receiving DHS Services,Population Served by DHS,2021,155,Homewood West
375431,Individuals Receiving DHS Services,Population Served by DHS,2022,150,Homewood West
375432,Individuals Receiving DHS Services,Population Served by DHS,2023,129,Homewood West
375433,Individuals Receiving DHS Services,Population Served by DHS,2018,857,Knoxville
375434,Individuals Receiving DHS Services,Population Served by DHS,2019,858,Knoxville
375435,Individuals Receiving DHS Services,Population Served by DHS,2020,839,Knoxville
375436,Individuals Receiving DHS Services,Population Served by DHS,2021,863,Knoxville
375437,Individuals Receiving DHS Services,Population Served by DHS,2022,852,Knoxville
375438,Individuals Receiving DHS Services,Population Served by DHS,2023,722,Knoxville
375439,Individuals Receiving DHS Services,Population Served by DHS,2018,347,Larimer
375440,Individuals Receiving DHS Services,Population Served by DHS,2019,348,Larimer
375441,Individuals Receiving DHS Services,Population Served by DHS,2020,331,Larimer
375442,Individuals Receiving DHS Services,Population Served by DHS,2021,326,Larimer
375443,Individuals Receiving DHS Services,Population Served by DHS,2022,337,Larimer
375444,Individuals Receiving DHS Services,Population Served by DHS,2023,280,Larimer
375445,Individuals Receiving DHS Services,Population Served by DHS,2018,209,Lincoln Place
375446,Individuals Receiving DHS Services,Population Served by DHS,2019,193,Lincoln Place
375447,Individuals Receiving DHS Services,Population Served by DHS,2020,186,Lincoln Place
375448,Individuals Receiving DHS Services,Population Served by DHS,2021,192,Lincoln Place
375449,Individuals Receiving DHS Services,Population Served by DHS,2022,202,Lincoln Place
375450,Individuals Receiving DHS Services,Population Served by DHS,2023,168,Lincoln Place
375451,Individuals Receiving DHS Services,Population Served by DHS,2018,588,Lincoln-Lemington-Belmar
375452,Individuals Receiving DHS Services,Population Served by DHS,2019,578,Lincoln-Lemington-Belmar
375453,Individuals Receiving DHS Services,Population Served by DHS,2020,597,Lincoln-Lemington-Belmar
375454,Individuals Receiving DHS Services,Population Served by DHS,2021,596,Lincoln-Lemington-Belmar
375455,Individuals Receiving DHS Services,Population Served by DHS,2022,577,Lincoln-Lemington-Belmar
375456,Individuals Receiving DHS Services,Population Served by DHS,2023,511,Lincoln-Lemington-Belmar
375457,Individuals Receiving DHS Services,Population Served by DHS,2018,145,Lower Lawrenceville
375458,Individuals Receiving DHS Services,Population Served by DHS,2019,138,Lower Lawrenceville
375459,Individuals Receiving DHS Services,Population Served by DHS,2020,141,Lower Lawrenceville
375460,Individuals Receiving DHS Services,Population Served by DHS,2021,157,Lower Lawrenceville
375461,Individuals Receiving DHS Services,Population Served by DHS,2022,140,Lower Lawrenceville
375462,Individuals Receiving DHS Services,Population Served by DHS,2023,129,Lower Lawrenceville
375463,Individuals Receiving DHS Services,Population Served by DHS,2018,277,Manchester
375464,Individuals Receiving DHS Services,Population Served by DHS,2019,268,Manchester
375465,Individuals Receiving DHS Services,Population Served by DHS,2020,274,Manchester
375466,Individuals Receiving DHS Services,Population Served by DHS,2021,264,Manchester
375467,Individuals Receiving DHS Services,Population Served by DHS,2022,283,Manchester
375468,Individuals Receiving DHS Services,Population Served by DHS,2023,222,Manchester
375469,Individuals Receiving DHS Services,Population Served by DHS,2018,765,Marshall-Shadeland
375470,Individuals Receiving DHS Services,Population Served by DHS,2019,748,Marshall-Shadeland
